Date,Track ID,ID,Speed,Edge time,Edge X,Edge Y,Y,L-NAME,sec,Ymm,y_axis,mm/sec
0815_04_,199,0815_04_199,0.541540971,1107.5,80.72830958,392.1288709,-116.1341894,0 mM,36.91666667,-249.7509449,-24.97509449,3.493812716
0815_04_,199,0815_04_199,0.822587037,1108.5,80.69021862,392.784081,-116.7893995,0 mM,36.95,-251.1599989,-25.11599989,5.307013142
0815_04_,199,0815_04_199,0.195509272,1109.5,80.6612511,393.2072285,-117.212547,0 mM,36.98333333,-252.0699935,-25.20699935,1.261350142
0815_04_,199,0815_04_199,0.477998081,1110.5,80.53301351,393.4614556,-117.4667741,0 mM,37.01666667,-252.6167185,-25.26167185,3.083858587
0815_04_,199,0815_04_199,0.7900668,1111.5,80.48358685,394.0929478,-118.0982663,0 mM,37.05,-253.9747662,-25.39747662,5.097205161
0815_04_,199,0815_04_199,0.678285112,1112.5,80.28766073,394.77594,-118.7812585,0 mM,37.08333333,-255.4435667,-25.54435667,4.376032981
0815_04_,199,0815_04_199,0.189296013,1113.5,80.04397576,395.1329436,-119.1382621,0 mM,37.11666667,-256.2113163,-25.62113163,1.2212646
0815_04_,199,0815_04_199,0.76513022,1114.5,79.79758009,395.5385092,-119.5438277,0 mM,37.15,-257.0835004,-25.70835004,4.936324
0815_04_,199,0815_04_199,0.437968379,1115.5,79.63289438,396.0937694,-120.0990879,0 mM,37.18333333,-258.2776084,-25.82776084,2.825602445
0815_04_,199,0815_04_199,0.628762662,1116.5,79.35852352,396.4312539,-120.4365724,0 mM,37.21666667,-259.0033815,-25.90033815,4.056533303
0815_04_,199,0815_04_199,0.86107198,1117.5,79.17439311,396.9674593,-120.9727778,0 mM,37.25,-260.1565114,-26.01565114,5.555303097
0815_04_,199,0815_04_199,0.938737907,1118.5,79.03707294,397.7854227,-121.7907412,0 mM,37.28333333,-261.9155725,-26.19155725,6.056373594
0815_04_,199,0815_04_199,0.621716973,1119.5,78.56857386,398.4014595,-122.406778,0 mM,37.31666667,-263.2403828,-26.32403828,4.011077245
0815_04_,199,0815_04_199,0.477345732,1120.5,78.21219704,398.8154562,-122.8207747,0 mM,37.35,-264.1306983,-26.41306983,3.079649884
0815_04_,199,0815_04_199,0.888834547,1121.5,78.14133781,399.4544928,-123.4598113,0 mM,37.38333333,-265.5049705,-26.55049705,5.734416432
0815_04_,199,0815_04_199,0.421114921,1122.5,77.99257503,399.9112116,-123.9165301,0 mM,37.41666667,-266.4871615,-26.64871615,2.716870458
0815_04_,199,0815_04_199,0.203675561,1123.5,77.75910695,400.0268144,-124.0321329,0 mM,37.45,-266.7357697,-26.67357697,1.314035877
0815_04_,199,0815_04_199,0.584059968,1124.5,77.83357501,400.4009747,-124.4062932,0 mM,37.48333333,-267.5404155,-26.75404155,3.768128826
0815_04_,199,0815_04_199,0.807221406,1125.5,77.73552142,401.0288397,-125.0341582,0 mM,37.51666667,-268.8906628,-26.88906628,5.207880039
0815_04_,199,0815_04_199,0.53802346,1126.5,77.61117916,401.640889,-125.6462075,0 mM,37.55,-270.2068978,-27.02068978,3.471119097
0815_04_,199,0815_04_199,0.333019241,1127.5,77.60693072,402.0483181,-126.0536366,0 mM,37.58333333,-271.0830895,-27.10830895,2.148511232
0815_04_,199,0815_04_199,0.517311986,1128.5,77.55853191,402.4536581,-126.4589766,0 mM,37.61666667,-271.9547884,-27.19547884,3.337496684
0815_04_,199,0815_04_199,0.706672299,1129.5,77.39233081,403.0062901,-127.0116086,0 mM,37.65,-273.1432443,-27.31432443,4.559176123
0815_04_,199,0815_04_199,0.690856504,1130.5,77.26467651,403.6407797,-127.6460982,0 mM,37.68333333,-274.5077381,-27.45077381,4.457138735
0815_04_,199,0815_04_199,0.443294639,1131.5,77.40786457,404.1876409,-128.1929594,0 mM,37.71666667,-275.6837837,-27.56837837,2.859965413
0815_04_,199,0815_04_199,0.846321955,1132.5,77.64814861,404.7858749,-128.7911934,0 mM,37.75,-276.9703084,-27.69703084,5.460141645
0815_04_,199,0815_04_199,0.660067677,1133.5,77.75053944,405.500663,-129.5059815,0 mM,37.78333333,-278.5074871,-27.85074871,4.258501142
0815_04_,199,0815_04_199,0.400469612,1134.5,77.82182833,405.9754916,-129.9808101,0 mM,37.81666667,-279.5286239,-27.95286239,2.583674916
0815_04_,199,0815_04_199,0.635206499,1135.5,77.99961752,406.440247,-130.4455655,0 mM,37.85,-280.5280978,-28.05280978,4.098106445
0815_04_,199,0815_04_199,0.57902484,1136.5,78.03497113,407.0438801,-131.0491986,0 mM,37.88333333,-281.8262335,-28.18262335,3.735644129
0815_04_,199,0815_04_199,0.603023077,1137.5,78.27881636,407.4954332,-131.5007517,0 mM,37.91666667,-282.7973155,-28.27973155,3.890471465
0815_04_,199,0815_04_199,0.64723877,1138.5,78.47622281,407.976263,-131.9815815,0 mM,37.95,-283.8313581,-28.38313581,4.175734
0815_04_,199,0815_04_199,0.530882289,1139.5,78.29404869,408.5288054,-132.5341239,0 mM,37.98333333,-285.0196213,-28.50196213,3.425047026
0815_04_,199,0815_04_199,0.802548184,1140.5,78.43391811,409.063802,-133.0691205,0 mM,38.01666667,-286.1701516,-28.61701516,5.177730219
0815_04_,199,0815_04_199,0.881787355,1141.5,78.97435089,409.7093745,-133.714693,0 mM,38.05,-287.5584796,-28.75584796,5.688950677
0815_04_,199,0815_04_199,0.270893161,1142.5,79.11840769,410.0880146,-134.0933331,0 mM,38.08333333,-288.3727594,-28.83727594,1.747697813
0815_04_,199,0815_04_199,0.726600178,1143.5,79.13585186,410.453697,-134.4590155,0 mM,38.11666667,-289.1591731,-28.91591731,4.687743084
0815_04_,199,0815_04_199,0.347521185,1144.5,79.24657681,410.9548519,-134.9601704,0 mM,38.15,-290.2369256,-29.02369256,2.242072161
0815_04_,199,0815_04_199,1.050585767,1145.5,79.34336663,411.6322112,-135.6375297,0 mM,38.18333333,-291.6936123,-29.16936123,6.77797269
0815_04_,199,0815_04_199,0.671904585,1146.5,79.31777806,412.4352806,-136.44059909999999,0 mM,38.21666667,-293.4206432,-29.34206432,4.33486829
0815_04_,199,0815_04_199,0.957803844,1147.5,79.54302151,413.0148447,-137.0201632,0 mM,38.25,-294.6670176,-29.46670176,6.179379639
0815_04_,199,0815_04_199,0.273501924,1148.5,79.802631,413.2454971,-137.2508156,0 mM,38.28333333,-295.1630443,-29.51630443,1.764528542
0815_04_,199,0815_04_199,0.686342664,1149.5,79.74750062,413.5277098,-137.5330283,0 mM,38.31666667,-295.7699533,-29.57699533,4.428017187
0815_04_,199,0815_04_199,0.468397556,1150.5,79.9200714,414.0743958,-138.0797143,0 mM,38.35,-296.9456222,-29.69456222,3.021919716
0815_04_,199,0815_04_199,0.877752633,1151.5,79.89017883,414.7038903,-138.7092088,0 mM,38.38333333,-298.2993738,-29.82993738,5.662920213
0815_04_,199,0815_04_199,0.725343059,1152.5,80.03954463,415.3516081,-139.3569266,0 mM,38.41666667,-299.6923153,-29.96923153,4.679632639
0815_04_,199,0815_04_199,0.877857883,1153.5,79.89680614,415.6946157,-139.6999342,0 mM,38.45,-300.429966,-30.0429966,5.663599245
0815_04_,199,0815_04_199,0.370187262,1154.5,79.38960299,415.9738114,-139.9791299,0 mM,38.48333333,-301.0303869,-30.10303869,2.388304916
0815_04_,199,0815_04_199,0.564031872,1155.5,79.34288479,416.4187261,-140.4240446,0 mM,38.51666667,-301.9871927,-30.19871927,3.638915303
0815_04_,199,0815_04_199,0.503609078,1156.5,79.41676598,416.9473863,-140.9527048,0 mM,38.55,-303.1240963,-30.31240963,3.249090826
0815_04_,199,0815_04_199,0.423463087,1157.5,79.26579861,417.2933216,-141.2986401,0 mM,38.58333333,-303.8680432,-30.38680432,2.732019916
0815_04_,199,0815_04_199,0.708120976,1158.5,78.78621189,417.591434,-141.5967525,0 mM,38.61666667,-304.5091452,-30.45091452,4.568522426
0815_04_,199,0815_04_199,0.889586941,1159.5,78.50303381,418.2373584,-142.2426769,0 mM,38.65,-305.8982299,-30.58982299,5.739270587
0815_04_,199,0815_04_199,0.41879762,1160.5,78.50845038,418.891458,-142.8967765,0 mM,38.68333333,-307.3048957,-30.73048957,2.701920129
0815_04_,199,0815_04_199,0.790715977,1161.5,78.43414227,419.489665,-143.4949835,0 mM,38.71666667,-308.5913624,-30.85913624,5.1013934
0815_04_,199,0815_04_199,0.320232057,1162.5,78.21377781,419.9376281,-143.9429466,0 mM,38.75,-309.5547239,-30.95547239,2.066013271
0815_04_,199,0815_04_199,0.993596814,1163.5,77.84272711,420.4410747,-144.4463932,0 mM,38.78333333,-310.6374047,-31.06374047,6.410302026
0815_04_,199,0815_04_199,0.338544915,1164.5,77.64320289,421.0531236,-145.0584421,0 mM,38.81666667,-311.9536389,-31.19536389,2.184160742
0815_04_,199,0815_04_199,0.873134675,1165.5,77.4506998,421.6006853,-145.6060038,0 mM,38.85,-313.131191,-31.3131191,5.633126935
0815_04_,199,0815_04_199,0.533530758,1166.5,77.20131933,422.2450788,-146.2503973,0 mM,38.88333333,-314.5169834,-31.45169834,3.442133923
0815_04_,199,0815_04_199,0.426070347,1167.5,77.16680535,422.7226847,-146.7280032,0 mM,38.91666667,-315.5440929,-31.55440929,2.748840948
0815_04_,199,0815_04_199,0.806562302,1168.5,76.81657465,423.1362982,-147.1416167,0 mM,38.95,-316.4335843,-31.64335843,5.203627755
0815_04_,199,0815_04_199,0.788365655,1169.5,76.56952682,423.717415,-147.7227335,0 mM,38.98333333,-317.6832978,-31.76832978,5.086230032
0815_04_,199,0815_04_199,0.749876125,1170.5,76.34633811,424.2831563,-148.2884748,0 mM,39.01666667,-318.8999458,-31.88999458,4.837910484
0815_04_,199,0815_04_199,0.363884128,1171.5,76.02219986,424.650292,-148.6556105,0 mM,39.05,-319.6894849,-31.96894849,2.347639535
0815_04_,199,0815_04_199,0.556191055,1172.5,75.90377097,425.0829563,-149.0882748,0 mM,39.08333333,-320.6199458,-32.06199458,3.588329387
0815_04_,199,0815_04_199,0.62344717,1173.5,75.93652721,425.6052524,-149.6105709,0 mM,39.11666667,-321.7431632,-32.17431632,4.022239806
0815_04_,199,0815_04_199,0.206375689,1174.5,76.10034149,425.9794416,-149.9847601,0 mM,39.15,-322.5478712,-32.25478712,1.331456058
0815_04_,199,0815_04_199,0.777843612,1175.5,75.7902683,426.3018931,-150.3072116,0 mM,39.18333333,-323.2413153,-32.32413153,5.018345884
0815_04_,199,0815_04_199,1.106081621,1176.5,75.51801129,427.0726228,-151.0779413,0 mM,39.21666667,-324.8987985,-32.48987985,7.136010458
0815_04_,199,0815_04_199,0.41397357,1177.5,75.54453553,427.8293341,-151.8346526,0 mM,39.25,-326.5261346,-32.65261346,2.670797226
0815_04_,199,0815_04_199,0.818865991,1178.5,75.69589295,428.4060376,-152.4113561,0 mM,39.28333333,-327.7663572,-32.77663572,5.283006394
0815_04_,199,0815_04_199,0.183395168,1179.5,75.83855116,428.863319,-152.8686375,0 mM,39.31666667,-328.7497581,-32.87497581,1.183194632
0815_04_,199,0815_04_199,1.066031037,1180.5,75.81667804,429.4826467,-153.4879652,0 mM,39.35,-330.0816456,-33.00816456,6.877619594
0815_04_,199,0815_04_199,0.642603518,1181.5,76.04779658,430.247635,-154.2529535,0 mM,39.38333333,-331.7267817,-33.17267817,4.145829148
0815_04_,199,0815_04_199,0.553997362,1182.5,76.01767326,430.5938864,-154.5992049,0 mM,39.41666667,-332.4714084,-33.24714084,3.574176529
0815_04_,199,0815_04_199,0.841940031,1183.5,75.81628358,431.1259641,-155.1312826,0 mM,39.45,-333.6156615,-33.36156615,5.431871168
0815_04_,199,0815_04_199,0.336504422,1184.5,75.8272031,431.7072528,-155.7125713,0 mM,39.48333333,-334.8657447,-33.48657447,2.170996271
0815_04_,199,0815_04_199,0.795372648,1185.5,76.07879884,432.1410328,-156.1463513,0 mM,39.51666667,-335.7986049,-33.57986049,5.131436439
0815_04_,199,0815_04_199,0.756596289,1186.5,76.29245488,432.7815684,-156.7868869,0 mM,39.55,-337.1761009,-33.71761009,4.881266381
0815_04_,199,0815_04_199,0.886731302,1187.5,76.4623155,433.5193579,-157.5246764,0 mM,39.58333333,-338.7627449,-33.87627449,5.72084711
0815_04_,199,0815_04_199,0.333910939,1188.5,76.56960363,433.9770657,-157.9823842,0 mM,39.61666667,-339.7470628,-33.97470628,2.154264123
0815_04_,199,0815_04_199,0.174587903,1189.5,76.51021645,434.0992605,-158.104579,0 mM,39.65,-340.0098473,-34.00098473,1.126373568
0815_04_,199,0815_04_199,1.561274492,1190.5,76.69308376,434.9053508,-158.9106693,0 mM,39.68333333,-341.7433748,-34.17433748,10.07273866
0815_04_,199,0815_04_199,0.256338686,1191.5,76.89892226,435.7540409,-159.7593594,0 mM,39.71666667,-343.5685148,-34.35685148,1.653797974
0815_04_,199,0815_04_199,0.994336929,1192.5,76.8025186,436.2836697,-160.2889882,0 mM,39.75,-344.7075015,-34.47075015,6.415076961
0815_04_,199,0815_04_199,0.382953261,1193.5,76.70624287,436.8991866,-160.9045051,0 mM,39.78333333,-346.0311938,-34.60311938,2.4706662
0815_04_,199,0815_04_199,0.680123777,1194.5,76.86199402,437.3959226,-161.4012411,0 mM,39.81666667,-347.0994432,-34.70994432,4.387895335
0815_04_,199,0815_04_199,0.416952594,1195.5,76.92751021,437.94006890000003,-161.9453874,0 mM,39.85,-348.2696503,-34.82696503,2.690016735
0815_04_,199,0815_04_199,0.599424189,1196.5,76.94461721,438.4477683,-162.4530868,0 mM,39.88333333,-349.361477,-34.9361477,3.867252832
0815_04_,199,0815_04_199,0.740479962,1197.5,76.76177287,439.0676437,-163.0729622,0 mM,39.91666667,-350.6945424,-35.06945424,4.777290077
0815_04_,199,0815_04_199,0.642646862,1198.5,76.79061858,439.6268376,-163.6321561,0 mM,39.95,-351.8971099,-35.18971099,4.146108787
0816_01_,123,0816_01_123,0.583917937,0.5,13.92343939,241.5160948,0,1 mM,0.016666667,0,0,3.767212497
0816_01_,123,0816_01_123,0.471848407,1.5,13.95147468,241.0926887,0.4234061,1 mM,0.05,0.910550753,0.091055075,3.044183271
0816_01_,123,0816_01_123,0.287355013,2.5,14.00115318,240.8431137,0.6729811,1 mM,0.083333333,1.447271183,0.144727118,1.85390331
0816_01_,123,0816_01_123,0.325204017,3.5,13.9639106,240.6186677,0.8974271,1 mM,0.116666667,1.929950753,0.192995075,2.098090432
0816_01_,123,0816_01_123,0.358086315,4.5,14.00855741,240.301653,1.2144418,1 mM,0.15,2.611702796,0.26117028,2.31023429
0816_01_,123,0816_01_123,0.205523098,5.5,14.01941255,240.0344075,1.4816873,1 mM,0.183333333,3.186424301,0.31864243,1.325955471
0816_01_,123,0816_01_123,0.156681278,6.5,14.00497729,239.8931711,1.6229237,1 mM,0.216666667,3.490158495,0.34901585,1.010846955
0816_01_,123,0816_01_123,0.486547973,7.5,13.97062491,239.6018389,1.9142559,1 mM,0.25,4.116679355,0.411667936,3.139019181
0816_01_,123,0816_01_123,0.316309504,8.5,14.02528036,239.2043931,2.3117017,1 mM,0.283333333,4.971401505,0.497140151,2.040706477
0816_01_,123,0816_01_123,0.257690908,9.5,14.08375433,238.9235297,2.5925651,1 mM,0.316666667,5.575408817,0.557540882,1.662521987
0816_01_,123,0816_01_123,0.403962128,10.5,14.07061555,238.6009936,2.9151012,1 mM,0.35,6.269034839,0.626903484,2.606207277
0816_01_,123,0816_01_123,0.187791271,11.5,13.96938084,238.3297988,3.186296,1 mM,0.383333333,6.852249462,0.685224946,1.211556587
0816_01_,123,0816_01_123,0.256673693,12.5,13.97954264,238.1470816,3.3690132,1 mM,0.416666667,7.245189677,0.724518968,1.65595931
0816_01_,123,0816_01_123,0.240261443,13.5,14.0436425,237.9182157,3.5978791,1 mM,0.45,7.737374409,0.773737441,1.550073826
0816_01_,123,0816_01_123,0.675659268,14.5,13.96765923,237.4680866,4.0480082,1 mM,0.483333333,8.705393978,0.870539398,4.359092052
0816_01_,123,0816_01_123,0.119292859,15.5,13.8365395,237.1460697,4.3700251,1 mM,0.516666667,9.397903441,0.939790344,0.769631348
0816_01_,123,0816_01_123,0.195014273,16.5,13.7054974,237.0882978,4.427797,1 mM,0.55,9.522144086,0.952214409,1.2581566
0816_01_,123,0816_01_123,0.552056205,17.5,13.47829595,236.7942559,4.7218389,1 mM,0.583333333,10.15449226,1.015449226,3.561652935
0816_01_,123,0816_01_123,0.383015446,18.5,13.27512392,236.3806154,5.1354794,1 mM,0.616666667,11.04404172,1.104404172,2.471067394
0816_01_,123,0816_01_123,0.272167423,19.5,13.10020196,236.1463395,5.3697553,1 mM,0.65,11.54786086,1.154786086,1.755918858
0816_01_,123,0816_01_123,0.321876867,20.5,12.97062552,235.9365633,5.5795315,1 mM,0.683333333,11.99899247,1.199899247,2.076624948
0816_01_,123,0816_01_123,0.110274122,21.5,12.93883954,235.7288875,5.7872073,1 mM,0.716666667,12.4456071,1.24456071,0.711445948
0816_01_,123,0816_01_123,0.698244341,22.5,12.68539627,235.4145289,6.1015659,1 mM,0.75,13.1216471,1.31216471,4.5048022
0816_01_,123,0816_01_123,0.171642436,23.5,12.52014812,235.0845806,6.4315142,1 mM,0.783333333,13.83121333,1.383121333,1.107370555
0816_01_,123,0816_01_123,0.493023196,24.5,12.50185161,234.7881455,6.7279493,1 mM,0.816666667,14.46870817,1.446870817,3.180794813
0816_01_,123,0816_01_123,0.245558549,25.5,12.33953038,234.4655065,7.0505883,1 mM,0.85,15.16255548,1.516255548,1.584248703
0816_01_,123,0816_01_123,0.28985627,26.5,12.25802519,234.2320704,7.2840244,1 mM,0.883333333,15.6645686,1.56645686,1.870040452
0816_01_,123,0816_01_123,0.251588864,27.5,12.33703471,233.9865415,7.5295533,1 mM,0.916666667,16.19258774,1.619258774,1.623153961
0816_01_,123,0816_01_123,0.426339123,28.5,12.35794176,233.6798278,7.836267,1 mM,0.95,16.8521871,1.68521871,2.750574987
0816_01_,123,0816_01_123,0.461873282,29.5,12.17244758,233.2835281,8.2325667,1 mM,0.983333333,17.70444452,1.770444452,2.979827626
0816_01_,123,0816_01_123,0.312226747,30.5,12.17916168,233.0196514,8.4964434,1 mM,1.016666667,18.27192129,1.827192129,2.01436611
0816_01_,123,0816_01_123,0.251844043,31.5,12.26904712,232.8294935,8.6866013,1 mM,1.05,18.68086301,1.868086301,1.624800277
0816_01_,123,0816_01_123,0.355069706,32.5,12.22922357,232.535625,8.9804698,1 mM,1.083333333,19.31283828,1.931283828,2.290772297
0816_01_,123,0816_01_123,0.429151308,33.5,12.13892674,232.167501,9.3485938,1 mM,1.116666667,20.1045028,2.01045028,2.768718116
0816_01_,123,0816_01_123,0.13993023,34.5,12.10962204,231.9647625,9.5513323,1 mM,1.15,20.54049957,2.054049957,0.902775677
0816_01_,123,0816_01_123,0.557865009,35.5,12.13275221,231.6776447,9.8384501,1 mM,1.183333333,21.1579572,2.11579572,3.59912909
0816_01_,123,0816_01_123,0.39961435,36.5,11.95053995,231.2565004,10.2595944,1 mM,1.216666667,22.06364387,2.206364387,2.578157097
0816_01_,123,0816_01_123,0.109029802,37.5,11.80094089,231.0576071,10.4584877,1 mM,1.25,22.4913714,2.24913714,0.703418077
0816_01_,123,0816_01_123,0.841435154,38.5,11.64147376,230.6102423,10.9058525,1 mM,1.283333333,23.45344624,2.345344624,5.428613897
0816_01_,123,0816_01_123,0.452313894,39.5,11.26909485,230.2207706,11.2953242,1 mM,1.316666667,24.29101978,2.429101978,2.918154155
0816_01_,123,0816_01_123,0.445860675,40.5,11.10126471,230.0105887,11.5055061,1 mM,1.35,24.74302387,2.474302387,2.876520484
0816_01_,123,0816_01_123,0.32988395,41.5,10.99477507,229.8031289,11.7129659,1 mM,1.383333333,25.18917398,2.518917398,2.128283548
0816_01_,123,0816_01_123,0.061223065,42.5,10.81381826,229.7848726,11.7312222,1 mM,1.416666667,25.22843484,2.522843484,0.394987516
0816_01_,123,0816_01_123,0.459775151,43.5,10.68811801,229.5567651,11.9593297,1 mM,1.45,25.7189886,2.57189886,2.966291297
0816_01_,123,0816_01_123,0.149331942,44.5,10.57153909,229.428964,12.0871308,1 mM,1.483333333,25.99382968,2.599382968,0.963431884
0816_01_,123,0816_01_123,0.604747151,45.5,10.42260155,229.2362648,12.27983,1 mM,1.516666667,26.40823656,2.640823656,3.901594523
0816_01_,123,0816_01_123,0.21708749,46.5,10.25122589,228.864781,12.6513138,1 mM,1.55,27.20712645,2.720712645,1.400564452
0816_01_,123,0816_01_123,0.417422207,47.5,10.08622606,228.60157040000001,12.9145244,1 mM,1.583333333,27.77317075,2.777317075,2.693046497
0816_01_,123,0816_01_123,0.081292429,48.5,9.929399266,228.4774084,13.0386864,1 mM,1.616666667,28.04018581,2.804018581,0.524467284
0816_01_,123,0816_01_123,0.303055738,49.5,9.819260762,228.3892204,13.1268744,1 mM,1.65,28.22983742,2.822983742,1.95519831
0816_01_,123,0816_01_123,0.322773195,50.5,9.720896566,228.1053355,13.4107593,1 mM,1.683333333,28.84034258,2.884034258,2.08240771
0816_01_,123,0816_01_123,0.199375429,51.5,9.696334934,227.8456794,13.6704154,1 mM,1.716666667,29.3987428,2.93987428,1.28629309
0816_01_,123,0816_01_123,0.397802545,52.5,9.54240722,227.604789,13.9113058,1 mM,1.75,29.91678667,2.991678667,2.566468032
0816_01_,123,0816_01_123,0.442509746,53.5,9.43234979,227.24308919999999,14.2730056,1 mM,1.783333333,30.6946357,3.06946357,2.854901587
0816_01_,123,0816_01_123,0.338786582,54.5,9.321161292,226.9284549,14.5876399,1 mM,1.816666667,31.3712686,3.13712686,2.185719884
0816_01_,123,0816_01_123,0.209201676,55.5,9.232502121,226.7420842,14.7740106,1 mM,1.85,31.77206581,3.177206581,1.349688232
0816_01_,123,0816_01_123,0.510049698,56.5,9.177890542,226.4190398,15.097055,1 mM,1.883333333,32.46678495,3.246678495,3.290643213
0816_01_,123,0816_01_123,0.180446992,57.5,9.035451256,226.1045505,15.4115443,1 mM,1.916666667,33.14310602,3.314310602,1.164174142
0816_01_,123,0816_01_123,0.358615662,58.5,9.000834782,225.8427078,15.673387,1 mM,1.95,33.7062086,3.37062086,2.313649432
0816_01_,123,0816_01_123,0.294051126,59.5,8.89087021,225.5678927,15.9482021,1 mM,1.983333333,34.29720882,3.429720882,1.897104039
0816_01_,123,0816_01_123,0.526826712,60.5,8.935677616,225.2605528,16.255542,1 mM,2.016666667,34.95815484,3.495815484,3.398882013
0816_01_,123,0816_01_123,0.362389614,61.5,8.987321329,224.9010135,16.6150813,1 mM,2.05,35.73135763,3.573135763,2.33799751
0816_01_,123,0816_01_123,0.42494377,62.5,8.978739977,224.5639306,16.9521642,1 mM,2.083333333,36.4562671,3.64562671,2.74157271
0816_01_,123,0816_01_123,0.195021701,63.5,9.081660532,224.2772736,17.2388212,1 mM,2.116666667,37.07273376,3.707273376,1.258204523
0816_01_,123,0816_01_123,0.343261772,64.5,9.239405703,224.0987322,17.4173626,1 mM,2.15,37.45669376,3.745669376,2.214592077
0816_01_,123,0816_01_123,0.329268543,65.5,9.349431426,223.8580728,17.658022,1 mM,2.183333333,37.97424086,3.797424086,2.124313181
0816_01_,123,0816_01_123,0.17799404,66.5,9.29232514,223.6111095,17.9049853,1 mM,2.216666667,38.50534473,3.850534473,1.148348645
0816_01_,123,0816_01_123,0.542295117,67.5,9.326452925,223.2570712,18.2590236,1 mM,2.25,39.26671742,3.926671742,3.498678174
0816_01_,123,0816_01_123,0.334498962,68.5,9.543614452,222.9830932,18.5330016,1 mM,2.283333333,39.85591742,3.985591742,2.158057819
0816_01_,123,0816_01_123,0.428644919,69.5,9.526157511,222.8666037,18.6494911,1 mM,2.316666667,40.10643247,4.010643247,2.76545109
0816_01_,123,0816_01_123,0.420622807,70.5,9.5415128,222.6922384,18.8238564,1 mM,2.35,40.48141161,4.048141161,2.713695529
0816_01_,123,0816_01_123,0.434116469,71.5,9.646524237,222.431645,19.0844498,1 mM,2.383333333,41.04182753,4.104182753,2.800751413
0816_01_,123,0816_01_123,0.224847744,72.5,9.619143667,222.1465194,19.3695754,1 mM,2.416666667,41.65500086,4.165500086,1.450630606
0816_01_,123,0816_01_123,0.156995859,73.5,9.615259463,222.0239665,19.4921283,1 mM,2.45,41.91855548,4.191855548,1.01287651
0816_01_,123,0816_01_123,0.293117758,74.5,9.661945442,221.9044923,19.6116025,1 mM,2.483333333,42.17548925,4.217548925,1.89108231
0816_01_,123,0816_01_123,0.345591655,75.5,9.690396696,221.6699294,19.8461654,1 mM,2.516666667,42.67992559,4.267992559,2.229623581
0816_01_,123,0816_01_123,0.447968688,76.5,9.746656756,221.3522271,20.1638677,1 mM,2.55,43.36315634,4.336315634,2.890120568
0816_01_,123,0816_01_123,0.295895644,77.5,9.795919015,221.0702207,20.4458741,1 mM,2.583333333,43.96962172,4.396962172,1.909004155
0816_01_,123,0816_01_123,0.283371758,78.5,9.811307961,220.8714074,20.6446874,1 mM,2.616666667,44.3971772,4.43971772,1.82820489
0816_01_,123,0816_01_123,0.479341437,79.5,9.927574201,220.5450033,20.9710915,1 mM,2.65,45.09912151,4.509912151,3.0925254
0816_01_,123,0816_01_123,0.325110475,80.5,9.860598852,220.1592544,21.3568404,1 mM,2.683333333,45.92868903,4.592868903,2.097486935
0816_01_,123,0816_01_123,0.078073965,81.5,9.765620004,220.0441236,21.4719712,1 mM,2.716666667,46.17628215,4.617628215,0.503703
0816_01_,123,0816_01_123,0.530923996,82.5,9.874729604,219.845283,21.6708118,1 mM,2.75,46.60389634,4.660389634,3.425316103
0816_01_,123,0816_01_123,0.411625207,83.5,9.804014107,219.5851554,21.9309394,1 mM,2.783333333,47.16331054,4.716331054,2.655646497
0816_01_,123,0816_01_123,0.515242315,84.5,9.615199279,219.2976552,22.2184396,1 mM,2.816666667,47.78159054,4.778159054,3.324143968
0816_01_,123,0816_01_123,0.300983508,85.5,9.517137201,218.9408572,22.5752376,1 mM,2.85,48.54889806,4.854889806,1.941829084
0816_01_,123,0816_01_123,0.225827798,86.5,9.319364788,218.7668793,22.7492155,1 mM,2.883333333,48.92304409,4.892304409,1.456953535
0816_01_,123,0816_01_123,0.487026104,87.5,9.102209009,218.4879976,23.0280972,1 mM,2.916666667,49.52278968,4.952278968,3.142103897
0816_01_,123,0816_01_123,0.107376913,88.5,8.997138081,218.2371643,23.2789305,1 mM,2.95,50.06221613,5.006221613,0.692754277
0816_01_,123,0816_01_123,0.557595119,89.5,8.770532005,218.0753079,23.4407869,1 mM,2.983333333,50.41029441,5.041029441,3.597387865
0816_01_,123,0816_01_123,0.357401885,90.5,8.341074983,217.9272858,23.588809,1 mM,3.016666667,50.72862151,5.072862151,2.305818613
0816_01_,123,0816_01_123,0.323222918,91.5,8.195375894,217.7359919,23.7801029,1 mM,3.05,51.14000624,5.114000624,2.085309148
0816_01_,123,0816_01_123,0.170713587,92.5,8.228063704,217.6625088,23.853586,1 mM,3.083333333,51.29803441,5.129803441,1.101377981
0816_01_,123,0816_01_123,0.242393166,93.5,8.127294371,217.8109894,23.7051054,1 mM,3.116666667,50.97872129,5.097872129,1.563826877
0816_01_,123,0816_01_123,0.281035336,94.5,8.13862666,217.9552337,23.5608611,1 mM,3.15,50.66851849,5.066851849,1.8131312
0816_01_,123,0816_01_123,0.081729195,95.5,8.216903045,218.017918,23.4981768,1 mM,3.183333333,50.53371355,5.053371355,0.527285129
0816_01_,123,0816_01_123,0.324575394,96.5,8.163192642,218.1608952,23.3551996,1 mM,3.216666667,50.2262357,5.02262357,2.0940348
0816_01_,123,0816_01_123,0.201309086,97.5,8.122404421,218.4201231,23.0959717,1 mM,3.25,49.66875634,4.966875634,1.298768297
